iter	Logloss
395	0.3197390542
396	0.3194280265
397	0.3191927492
398	0.3189532106
399	0.3187727074
400	0.3187333022
401	0.3185977562
402	0.3184302184
403	0.3183621092
404	0.3181415459
405	0.3179268556
406	0.3176831576
407	0.3172985423
408	0.3169341207
409	0.3165902646
410	0.3162741317
411	0.3162037049
412	0.3159674924
413	0.3154826017
414	0.3153960474
415	0.3151708499
416	0.3151427212
417	0.3151199118
418	0.3149318784
419	0.3147776648
420	0.3147502853
421	0.3143219232
422	0.3140158922
423	0.3138954228
424	0.3137631221
425	0.3134113358
426	0.3133138036
427	0.3129064935
428	0.3126641643
429	0.3125305634
430	0.3122861472
431	0.3120479118
432	0.3118592009
433	0.3117527826
434	0.3115477757
435	0.3112120535
436	0.3110679906
437	0.3110439223
438	0.3108463608
439	0.3107579179
440	0.3106251104
441	0.3101038758
442	0.3099207733
443	0.3095584249
444	0.3092251764
445	0.3090625575
446	0.3089333742
447	0.3084674671
448	0.3081379598
449	0.3080538573
450	0.3079087906
451	0.3076007969
452	0.3073898437
453	0.3073686128
454	0.3069883231
455	0.3068226185
456	0.3067854172
457	0.3066811238
458	0.3062684153
459	0.3062496042
460	0.3061419031
461	0.3059435736
462	0.305900503
463	0.3058833594
464	0.3054624779
465	0.3053107561
466	0.3052108515
467	0.305074071
468	0.305014463
469	0.3048486775
470	0.3046418817
471	0.3044958518
472	0.3042417318
473	0.3040073669
474	0.3038274172
475	0.3035900362
476	0.3033845263
477	0.3033709073
478	0.3029409273
479	0.3027935943
480	0.3026877852
481	0.3025652628
482	0.3022587415
483	0.3019849933
484	0.3018576352
485	0.301665935
486	0.3014120984
487	0.3012132089
488	0.30101265
489	0.3008501229
490	0.3008323396
491	0.3006722205
492	0.3005463075
493	0.3003385501
494	0.3001894108
495	0.3000395923
496	0.2998366244
497	0.2996226307
498	0.2993710199
499	0.2993583884
500	0.2991949234
501	0.2987669774
502	0.2986149288
503	0.2984146049
504	0.298307656
505	0.29820887
506	0.2981036361
507	0.2978168611
508	0.2976326287
509	0.297567422
510	0.2974558012
511	0.2972049531
512	0.2970033017
513	0.2967271719
514	0.2965527899
515	0.2965081785
516	0.2964921746
517	0.2963934604
518	0.2962096568
519	0.2959978618
520	0.2958219343
521	0.2956833521
522	0.2954948357
523	0.2953309259
524	0.2951062904
525	0.2946984523
526	0.2945606828
527	0.2944439427
528	0.2940837311
529	0.2937474369
530	0.2935784493
531	0.2933837364
532	0.2932771861
533	0.293142521
534	0.2929441178
535	0.2928383375
536	0.2927110273
537	0.2923604265
538	0.2921243158
539	0.2920343711
540	0.2918143487
541	0.2916678503
542	0.2915545477
543	0.2914388364
544	0.2912772243
545	0.2910648318
546	0.2910118859
547	0.2909761208
548	0.2906391427
549	0.290416179
550	0.2903916468
551	0.2903272827
552	0.2902112058
553	0.2901808253
554	0.2900139303
555	0.2896860659
556	0.2895012446
557	0.2893468836
558	0.2892649305
559	0.289215847
560	0.2889778343
561	0.2887423697
562	0.2886223479
563	0.2885809766
564	0.2885153289
565	0.2884600908
566	0.2883262145
567	0.288227596
568	0.2880438493
569	0.2878971204
570	0.2877496371
571	0.2876354126
572	0.2874703107
573	0.2873533437
574	0.2870799602
575	0.2868278124
576	0.2866091136
577	0.2865973213
578	0.2865622152
579	0.2864658686
580	0.2862963644
581	0.2861383598
582	0.2860194794
583	0.2859552467
584	0.285919184
585	0.2857698131
586	0.2856721487
587	0.285518017
588	0.2854500373
589	0.2852889004
590	0.2851911634
591	0.2850866876
592	0.284918127
593	0.2848333808
594	0.2845080333
595	0.2844537872
596	0.2842611429
597	0.2842440971
598	0.2841705642
599	0.2838966123
600	0.2837100018
601	0.2835289048
602	0.2834023629
603	0.2832024147
604	0.2830499254
605	0.282648989
606	0.2825089474
607	0.2823448109
608	0.2821677713
609	0.282143419
610	0.2819653782
611	0.2818251206
612	0.2817440204
613	0.2815732258
614	0.2815078263
615	0.2812364177
616	0.2812130061
617	0.2811287272
618	0.2809089406
619	0.2808592012
620	0.2806232303
621	0.2806167229
622	0.2804053663
623	0.2803901529
624	0.2802906713
625	0.2801515908
626	0.2800258886
627	0.2799800579
628	0.2796970478
629	0.279499332
630	0.2793053065
631	0.2792916229
632	0.2792678075
633	0.2789111168
634	0.2788567172
635	0.2785302269
636	0.2782001903
637	0.278068369
638	0.2779163228
639	0.2779037493
640	0.2778450581
641	0.2777777547
642	0.2774414327
643	0.2772267714
644	0.2771952631
645	0.2768953124
646	0.2766169474
647	0.2765362283
648	0.276475219
649	0.2762996741
650	0.2761658465
651	0.2761429674
652	0.2761300557
653	0.2759454844
654	0.2758897895
655	0.2757901953
656	0.2756314311
657	0.2755224569
658	0.275318474
659	0.2751315004
660	0.2751020809
661	0.2748256806
662	0.274719682
663	0.2745449206
664	0.2745310941
665	0.2745158313
666	0.2745011782
667	0.274360561
668	0.2742082419
669	0.2740662206
670	0.2739968956
671	0.2738435413
672	0.2738307022
673	0.2737209783
674	0.2735031216
675	0.2734919414
676	0.273369443
677	0.2732611105
678	0.2732470043
679	0.2730058064
680	0.272969539
681	0.2728677353
682	0.272688532
683	0.2726322073
684	0.2724770299
685	0.2723911097
686	0.2723398988
687	0.2723289244
688	0.2722210753
689	0.2722002733
690	0.2720323357
691	0.2718192718
692	0.2715282014
693	0.2712242976
694	0.270972635
695	0.2706595166
696	0.2706246339
697	0.270511633
698	0.2704877462
699	0.2703839982
700	0.2703601475
701	0.2702490343
702	0.2700392529
703	0.2700027119
704	0.2698979647
705	0.2698078654
706	0.2697404202
707	0.2696189967
708	0.2695212587
709	0.2694587069
710	0.2694481088
711	0.2692165831
712	0.2691630054
713	0.2691492232
714	0.268914693
715	0.2686574203
716	0.2685503835
717	0.268465328
718	0.2684069969
719	0.2682323411
720	0.2679671342
721	0.2677214851
722	0.267549607
723	0.2675425944
724	0.2674923362
725	0.2673739467
726	0.2672705524
727	0.2670445249
728	0.2668056512
729	0.26673386
730	0.266724438
731	0.2667074615
732	0.2666014295
733	0.2664650079
734	0.2662853759
735	0.2661419781
736	0.2661291171
737	0.2659335796
738	0.2658125271
739	0.2656424752
740	0.2655288082
741	0.2653685346
742	0.2653176188
743	0.2653092644
744	0.2651505371
745	0.2649874752
746	0.2649668343
747	0.2648335596
748	0.2648288841
749	0.264712989
750	0.2646040493
751	0.2645943997
752	0.2644611971
753	0.2643142648
754	0.2641771389
755	0.2641226079
756	0.2640164592
757	0.2637287183
758	0.263612956
759	0.2634684099
760	0.26341564
761	0.2633924188
762	0.2631550951
763	0.2630029687
764	0.2628137021
765	0.262673076
766	0.2625660124
767	0.2624928166
768	0.2624456197
769	0.2623054437
770	0.2622028188
771	0.262148264
772	0.2618964972
773	0.2618387252
774	0.2616092359
775	0.2613710115
776	0.2611981494
777	0.2611378929
778	0.2611298139
779	0.2610349229
780	0.2608155932
781	0.2606363118
782	0.2604818192
783	0.2604643157
784	0.2603933521
785	0.2602414529
786	0.260122589
787	0.2599793912
788	0.2598305765
789	0.259621656
790	0.259372038
791	0.259249457
792	0.2591324331
793	0.2589648687
794	0.2589351651
795	0.2588898238
796	0.2586460954
797	0.2586255467
798	0.2585594163
799	0.2585418131
